Timestamp,Open,High,Low,Close
2024-01-01 00:00:00,1.0796950491195056,1.0800706744885855,1.0795498682165146,1.079758517645997
2024-01-01 01:00:00,1.0821929613112566,1.0826412427453989,1.0819658892965673,1.0825974662703743
2024-01-01 02:00:00,1.0838937340315764,1.0843285207688012,1.0836283403725793,1.0836930712580168
2024-01-01 03:00:00,1.0855004159468178,1.085638710550318,1.085141077279959,1.0856346995991768
2024-01-01 04:00:00,1.0867461371266776,1.0871992556738073,1.086179163813791,1.0865370312352784
2024-01-01 05:00:00,1.0872717620182395,1.0878453347871015,1.0871850230962654,1.0873504911523788
2024-01-01 06:00:00,1.087714298434221,1.0877720581294656,1.0870001166520424,1.087113845198508
2024-01-01 07:00:00,1.088100321978049,1.0881179895504736,1.087344801240827,1.0875410055100927
2024-01-01 08:00:00,1.0896554546266368,1.0900870572065242,1.0886951409572254,1.0891447782049466
2024-01-01 09:00:00,1.0889594587090972,1.0893729517202657,1.0883417535948077,1.0886852232533129
2024-01-01 10:00:00,1.088381944948495,1.0886363327155095,1.0874770101882143,1.087890204274874
2024-01-01 11:00:00,1.0878290659555665,1.0881629922229308,1.0872127599341301,1.0876972841427124
2024-01-01 12:00:00,1.0868799004887328,1.0878142937102524,1.0868406583763237,1.0873612997273867
2024-01-01 13:00:00,1.0856344677555616,1.085661500689588,1.085532844137248,1.0855631878083922
2024-01-01 14:00:00,1.0846803143223038,1.084738593477629,1.0841007420267776,1.084522854588456
2024-01-01 15:00:00,1.0833522763081638,1.0837673650985413,1.0829664216403831,1.0830793448526117
2024-01-01 16:00:00,1.0833536955532057,1.083404733414752,1.0829317331610337,1.083315191582161
2024-01-01 17:00:00,1.0832886727189557,1.0834270631830696,1.0826874444186179,1.0831096213002616
2024-01-01 18:00:00,1.0833408228286023,1.0836821168633808,1.082820131058509,1.08328642477908
2024-01-01 19:00:00,1.082908814368809,1.083291349425974,1.0827098882732848,1.0831924759360956
2024-01-01 20:00:00,1.0835543299766601,1.0840190194930817,1.0828831365600993,1.0830857732592947
2024-01-01 21:00:00,1.0853205391599796,1.0860374157988317,1.0852442666475302,1.0857143219891063
2024-01-01 22:00:00,1.0877572678945742,1.0881887699299837,1.0870236384864167,1.087234246522405
