Timestamp,High,Low
2024-01-01 00:00:00,1.0801043721231132,1.0797677612540288
2024-01-01 01:00:00,1.0840723120341587,1.0837715145790228
2024-01-01 02:00:00,1.0856275617072264,1.0850492384987103
2024-01-01 03:00:00,1.0884268564867634,1.0880165473127705
2024-01-01 04:00:00,1.0889156409697036,1.0883552573758248
2024-01-01 05:00:00,1.089021799693256,1.0882184236361774
2024-01-01 06:00:00,1.0913731342653314,1.0907459108180273
2024-01-01 07:00:00,1.0911991412718227,1.09072047241117
2024-01-01 08:00:00,1.0905052800264077,1.0900556671795179
2024-01-01 09:00:00,1.0898652767485444,1.0893040644473237
2024-01-01 10:00:00,1.0864449007394232,1.0861073458985908
2024-01-01 11:00:00,1.0861808825673007,1.0854377868834415
2024-01-01 12:00:00,1.084094533317189,1.0834256172939094
2024-01-01 13:00:00,1.081098821344085,1.0806176113619719
2024-01-01 14:00:00,1.0783679588550985,1.0780390032046678
2024-01-01 15:00:00,1.0751394811260855,1.0746670080365333
2024-01-01 16:00:00,1.0761348279897085,1.0754013533793703
2024-01-01 17:00:00,1.0717670921067028,1.0708546119002007
2024-01-01 18:00:00,1.0740840884569005,1.0734969261337302
2024-01-01 19:00:00,1.0731836713665797,1.0726877511197854
2024-01-01 20:00:00,1.0752807231550512,1.0745702951944607
2024-01-01 21:00:00,1.0775578481036685,1.0772463951968605
2024-01-01 22:00:00,1.0774746664093215,1.0771107351104003
2024-01-01 23:00:00,1.080807941004425,1.080456489604064
2024-01-02 00:00:00,1.0853156971613842,1.0846608763066872
2024-01-02 01:00:00,1.0885304388251984,1.0877962866374837
2024-01-02 02:00:00,1.0923049729738123,1.0916996896354911
2024-01-02 03:00:00,1.0926146402016237,1.0920827262821167
2024-01-02 04:00:00,1.0939915325558374,1.0933528225868432
2024-01-02 05:00:00,1.0936744508477383,1.0932942630518179
2024-01-02 06:00:00,1.094698215166109,1.0943449863766717
2024-01-02 07:00:00,1.0960974073103809,1.095274350997033
2024-01-02 08:00:00,1.0942769370454337,1.0938587054369224
2024-01-02 09:00:00,1.0920925958102192,1.0915755449289248
2024-01-02 10:00:00,1.091610181334144,1.0911774907500473
2024-01-02 11:00:00,1.0857595436669616,1.085364983675764
2024-01-02 12:00:00,1.0854787741303311,1.0847779784310854
2024-01-02 13:00:00,1.081542813743893,1.0812048558043166
2024-01-02 14:00:00,1.0797076883026566,1.0792262378520767
2024-01-02 15:00:00,1.0785154066669937,1.0780750680792974
2024-01-02 16:00:00,1.0767042807592617,1.075882517608812
2024-01-02 17:00:00,1.075616343477051,1.074942257833365
2024-01-02 18:00:00,1.0760264638237826,1.075412985947863
